track,subject,workload_category,treatment,paradigm,rep,kind,ok,error,cold_match,steady_match,cold_match_eff,steady_match_eff,match_source,passed,passed_cold_only,peak_memory_mb,steady_requests,steady_rps,load_ok,cpu_sut_0_7_pct,cpu_loadgen_8_15_pct,steady_j_per_request,steady_subres,total_duration_s,total_energy_sut_j,provisioning_duration_s,provisioning_energy_pkg0_eb_j,provisioning_energy_pkg0_sysfs_j,provisioning_energy_pkg1_j,provisioning_energy_node_j,provisioning_power_pkg0_w,cold_start_duration_s,cold_start_energy_pkg0_eb_j,cold_start_energy_pkg0_sysfs_j,cold_start_energy_pkg1_j,cold_start_energy_node_j,cold_start_power_pkg0_w,steady_state_duration_s,steady_state_energy_pkg0_eb_j,steady_state_energy_pkg0_sysfs_j,steady_state_energy_pkg1_j,steady_state_energy_node_j,steady_state_power_pkg0_w,provisioning_energy_sut_j,cold_start_energy_sut_j,steady_state_energy_sut_j,provisioning_power_sut_w,cold_start_power_sut_w,steady_state_power_sut_w
stack,hotel-reservation,stack,baseline,control,0,stack,True,,True,True,True,True,recorded,True,True,,49505,1646.776,True,95.8,10.5,0.03241513345400717,False,34.84843147080392,1728.6414794921875,4.697124661877751,123.9302978515625,124.44645799999999,91.449534,215.89599199999998,26.384289703313808,0.0024533290416002274,,,,,,30.148853479884565,1604.711181640625,1606.3281630000001,738.737306,2345.065469,53.22627551032064,123.9302978515625,,1604.711181640625,26.384289703313808,,53.22627551032064
stack,hotel-reservation,stack,baseline,control,1,stack,True,,True,True,True,True,recorded,True,True,,49502,1647.208,True,95.8,10.5,0.03242808504541168,False,34.83535127574578,1732.8704223632812,4.686013098806143,127.6153564453125,128.147865,94.42071800000001,222.568583,27.233247913418147,0.0024245213717222214,,,,,,30.146913655567914,1605.2550659179688,1606.644752,738.276308,2344.9210599999997,53.24774151869075,127.6153564453125,,1605.2550659179688,27.233247913418147,,53.24774151869075
stack,hotel-reservation,stack,baseline,control,10,stack,True,,True,True,True,True,recorded,True,True,,49870,1659.7226,True,95.9,10.8,0.03231298103584946,False,35.06854305183515,1743.1778564453125,4.920234702993184,131.7294921875,132.31088,96.465513,228.77639299999998,26.77300985405502,0.002650141716003418,,,,,,30.145658207125962,1611.4483642578125,1609.96591,738.205935,2348.171845,53.45540486081977,131.7294921875,,1611.4483642578125,26.77300985405502,,53.45540486081977
stack,hotel-reservation,stack,baseline,control,11,stack,True,,True,True,True,True,recorded,True,True,,49316,1641.5028,True,96.0,10.5,0.03256707891890753,False,34.90138776181266,1734.9193725585938,4.767114860936999,128.84130859375,129.464269,94.110233,223.574502,27.02710388824691,0.0030285841785371304,,,,,,30.13124431669712,1606.0780639648438,1604.2280099999998,732.366961,2336.5949709999995,53.30274604938374,128.84130859375,,1606.0780639648438,27.02710388824691,,53.30274604938374
stack,hotel-reservation,stack,baseline,control,12,stack,True,,True,True,True,True,recorded,True,True,,49498,1647.4312,True,95.9,10.7,0.03259081530124955,False,34.861038505099714,1736.8361206054688,4.7194098103791475,123.65594482421875,124.29130799999999,90.881237,215.17254499999999,26.20156964378656,0.002742731012403965,,,,,,30.138885963708162,1613.18017578125,1614.7030809999999,738.098086,2352.8011669999996,53.524877386767585,123.65594482421875,,1613.18017578125,26.20156964378656,,53.524877386767585
stack,hotel-reservation,stack,baseline,control,13,stack,True,,True,True,True,True,recorded,True,True,,49355,1643.0678,True,95.8,10.7,0.032627567990356855,False,35.050289957318455,1741.9656982421875,4.91481378627941,131.632080078125,132.25582599999998,95.766967,228.02279299999998,26.782719712718254,0.0026041697710752487,,,,,,30.13287200126797,1610.3336181640625,1611.822717,731.1653650000001,2342.988082,53.44109310577169,131.632080078125,,1610.3336181640625,26.782719712718254,,53.44109310577169
stack,hotel-reservation,stack,baseline,control,14,stack,True,,True,True,True,True,recorded,True,True,,49404,1644.125,True,95.9,10.5,0.03257710325043266,False,35.232122607994825,1742.9869995117188,5.092889107298106,133.54779052734375,134.255454,98.539298,232.794752,26.222402984579002,0.0027530547231435776,,,,,,30.136480445973575,1609.439208984375,1610.8030050000002,736.75495,2347.557955,53.40501562117239,133.54779052734375,,1609.439208984375,26.222402984579002,,53.40501562117239
stack,hotel-reservation,stack,baseline,control,15,stack,True,,True,True,True,True,recorded,True,True,,59888,1992.6809,False,96.1,11.2,0.02692211639298305,False,32.19398647174239,1683.7283935546875,2.04428035300225,71.41668701171875,71.194092,55.249614,126.44370599999999,34.93487911618164,0.0010057296603918076,,,,,,30.14870038907975,1612.3117065429688,1614.001849,745.5009,2359.502749,53.47864703073466,71.41668701171875,,1612.3117065429688,34.93487911618164,,53.47864703073466
stack,hotel-reservation,stack,baseline,control,16,stack,True,,True,True,True,True,recorded,True,True,,49527,1647.8647,True,95.9,10.4,0.03237358566334399,False,34.75658473139629,1727.4776611328125,4.614591220393777,124.111083984375,124.71495200000001,91.654551,216.369503,26.895358235823156,0.002838627900928259,,,,,,30.139154883101583,1603.3665771484375,1605.0599779999998,738.071413,2343.131391,53.19879019061058,124.111083984375,,1603.3665771484375,26.895358235823156,,53.19879019061058
stack,hotel-reservation,stack,baseline,control,17,stack,True,,True,True,True,True,recorded,True,True,,49279,1640.0721,True,96.0,10.5,0.03248150587328654,False,34.99339686892927,1733.4806518554688,4.860134070273489,132.82452392578125,133.534875,96.775204,230.310079,27.329395034221136,0.0029827640391886234,,,,,,30.13028003461659,1600.6561279296875,1599.0481519999998,731.438069,2330.486221,53.12450219814414,132.82452392578125,,1600.6561279296875,27.329395034221136,,53.12450219814414
stack,hotel-reservation,stack,baseline,control,18,stack,True,,True,True,True,True,recorded,True,True,,49482,1646.605,True,96.0,10.5,0.03247519546643855,False,35.082408003974706,1738.4844970703125,4.943506306968629,131.546875,132.085844,94.89734,226.983184,26.610034827823426,0.0027614906430244446,,,,,,30.136140206363052,1606.9376220703125,1605.456584,732.3958299999999,2337.852414,53.32260903574566,131.546875,,1606.9376220703125,26.610034827823426,,53.32260903574566
stack,hotel-reservation,stack,baseline,control,19,stack,True,,True,True,True,True,recorded,True,True,,49742,1655.261,True,96.1,10.6,0.03217013117765796,False,34.90143759828061,1730.3907470703125,4.7552823992446065,130.18408203125,130.772553,94.096439,224.868992,27.3767299397256,0.0026335278525948524,,,,,,30.143521671183407,1600.2066650390625,1598.553158,729.894433,2328.447591,53.08625456888229,130.18408203125,,1600.2066650390625,27.3767299397256,,53.08625456888229
stack,hotel-reservation,stack,baseline,control,2,stack,True,,True,True,True,True,recorded,True,True,,49365,1642.6545,True,95.7,10.4,0.032552439418109994,False,35.115159444045275,1739.2194213867188,4.979817505925894,132.26824951171875,132.845729,95.430847,228.276576,26.560862793530465,0.0025937040336430073,,,,,,30.13274823408574,1606.951171875,1608.29996,735.6405120000001,2343.940472,53.32906110625647,132.26824951171875,,1606.951171875,26.560862793530465,,53.32906110625647
